Item_Name,Location,Day_of_Week,Count
Item_30,Location_B,Wednesday,61
Item_30,Location_B,Thursday,36
Item_30,Location_B,Friday,3
Item_30,Location_B,Saturday,88
Item_30,Location_B,Sunday,79
Item_30,Location_C,Monday,21
Item_30,Location_C,Tuesday,6
Item_30,Location_C,Wednesday,82
Item_30,Location_C,Thursday,18
Item_30,Location_C,Friday,45
Item_30,Location_C,Saturday,90
Item_30,Location_C,Sunday,12
Item_30,Location_D,Monday,47
Item_30,Location_D,Tuesday,80
Item_30,Location_D,Wednesday,82
Item_30,Location_D,Thursday,20
Item_30,Location_D,Friday,31
Item_30,Location_D,Saturday,48
Item_30,Location_D,Sunday,99
Item_31,Location_A,Monday,79
Item_31,Location_A,Tuesday,62
Item_31,Location_A,Wednesday,77
Item_31,Location_A,Thursday,24
Item_31,Location_A,Friday,19
Item_31,Location_A,Saturday,49
Item_31,Location_A,Sunday,79
Item_31,Location_B,Monday,10
Item_31,Location_B,Tuesday,4
Item_31,Location_B,Wednesday,89
Item_31,Location_B,Thursday,82
Item_31,Location_B,Friday,3
Item_31,Location_B,Saturday,1
Item_31,Location_B,Sunday,9
Item_31,Location_C,Monday,41
Item_31,Location_C,Tuesday,61
Item_31,Location_C,Wednesday,4
Item_31,Location_C,Thursday,28
Item_31,Location_C,Friday,15
Item_31,Location_C,Saturday,78
Item_31,Location_C,Sunday,21
Item_31,Location_D,Monday,87
Item_31,Location_D,Tuesday,49
Item_31,Location_D,Wednesday,34
Item_31,Location_D,Thursday,37
Item_31,Location_D,Friday,7
Item_31,Location_D,Saturday,58
Item_31,Location_D,Sunday,72
Item_32,Location_A,Monday,66
Item_32,Location_A,Tuesday,62
Item_32,Location_A,Wednesday,58
Item_32,Location_A,Thursday,54
Item_32,Location_A,Friday,28
Item_32,Location_A,Saturday,58
Item_32,Location_A,Sunday,49
Item_32,Location_B,Monday,43
Item_32,Location_B,Tuesday,27
Item_32,Location_B,Wednesday,49
Item_32,Location_B,Thursday,66
Item_32,Location_B,Friday,1
Item_32,Location_B,Saturday,41
Item_32,Location_B,Sunday,70
Item_32,Location_C,Monday,55
Item_32,Location_C,Tuesday,95
Item_32,Location_C,Wednesday,70
Item_32,Location_C,Thursday,38
Item_32,Location_C,Friday,96
Item_32,Location_C,Saturday,57
Item_32,Location_C,Sunday,6
Item_32,Location_D,Monday,52
Item_32,Location_D,Tuesday,43
Item_32,Location_D,Wednesday,13
Item_32,Location_D,Thursday,11
Item_32,Location_D,Friday,11
Item_32,Location_D,Saturday,58
Item_32,Location_D,Sunday,9
Item_33,Location_A,Monday,24
Item_33,Location_A,Tuesday,68
Item_33,Location_A,Wednesday,63
Item_33,Location_A,Thursday,37
Item_33,Location_A,Friday,20
Item_33,Location_A,Saturday,23
Item_33,Location_A,Sunday,88
Item_33,Location_B,Monday,37
Item_33,Location_B,Tuesday,83
Item_33,Location_B,Wednesday,30
Item_33,Location_B,Thursday,32
Item_33,Location_B,Friday,23
Item_33,Location_B,Saturday,51
Item_33,Location_B,Sunday,66
Item_33,Location_C,Monday,4
Item_33,Location_C,Tuesday,59
Item_33,Location_C,Wednesday,7
Item_33,Location_C,Thursday,50
Item_33,Location_C,Friday,21
Item_33,Location_C,Saturday,95
Item_33,Location_C,Sunday,12
Item_33,Location_D,Monday,84
Item_33,Location_D,Tuesday,96
Item_33,Location_D,Wednesday,53
Item_33,Location_D,Thursday,41
Item_33,Location_D,Friday,97
Item_33,Location_D,Saturday,38
Item_33,Location_D,Sunday,90
Item_34,Location_A,Monday,90
Item_34,Location_A,Tuesday,42
Item_34,Location_A,Wednesday,43
Item_34,Location_A,Thursday,32
Item_34,Location_A,Friday,64
Item_34,Location_A,Saturday,88
Item_34,Location_A,Sunday,79
Item_34,Location_B,Monday,53
Item_34,Location_B,Tuesday,93
Item_34,Location_B,Wednesday,7
Item_34,Location_B,Thursday,55
Item_34,Location_B,Friday,59
Item_34,Location_B,Saturday,3
Item_34,Location_B,Sunday,97
Item_34,Location_C,Monday,87
Item_34,Location_C,Tuesday,27
Item_34,Location_C,Wednesday,85
Item_34,Location_C,Thursday,94
Item_34,Location_C,Friday,40
Item_34,Location_C,Saturday,93
Item_34,Location_C,Sunday,22
Item_34,Location_D,Monday,71
Item_34,Location_D,Tuesday,55
Item_34,Location_D,Wednesday,85
Item_34,Location_D,Thursday,51
Item_34,Location_D,Friday,49
Item_34,Location_D,Saturday,29
Item_34,Location_D,Sunday,82
Item_35,Location_A,Monday,80
Item_35,Location_A,Tuesday,28
Item_35,Location_A,Wednesday,89
Item_35,Location_A,Thursday,68
Item_35,Location_A,Friday,70
Item_35,Location_A,Saturday,84
Item_35,Location_A,Sunday,51
Item_35,Location_B,Monday,89
Item_35,Location_B,Tuesday,76
Item_35,Location_B,Wednesday,24
Item_35,Location_B,Thursday,98
Item_35,Location_B,Friday,3
Item_35,Location_B,Saturday,28
Item_35,Location_B,Sunday,77
Item_35,Location_C,Monday,15
Item_35,Location_C,Tuesday,79
Item_35,Location_C,Wednesday,69
Item_35,Location_C,Thursday,2
Item_35,Location_C,Friday,8
Item_35,Location_C,Saturday,76
Item_35,Location_C,Sunday,59
Item_35,Location_D,Monday,32
Item_35,Location_D,Tuesday,11
Item_35,Location_D,Wednesday,83
Item_35,Location_D,Thursday,2
Item_35,Location_D,Friday,22
Item_35,Location_D,Saturday,86
Item_35,Location_D,Sunday,25
Item_36,Location_A,Monday,14
Item_36,Location_A,Tuesday,37
Item_36,Location_A,Wednesday,78
Item_36,Location_A,Thursday,63
Item_36,Location_A,Friday,3
Item_36,Location_A,Saturday,17
Item_36,Location_A,Sunday,12
Item_36,Location_B,Monday,20
Item_36,Location_B,Tuesday,70
Item_36,Location_B,Wednesday,69
Item_36,Location_B,Thursday,55
Item_36,Location_B,Friday,40
Item_36,Location_B,Saturday,20
Item_36,Location_B,Sunday,34
Item_36,Location_C,Monday,56
Item_36,Location_C,Tuesday,93
Item_36,Location_C,Wednesday,1
Item_36,Location_C,Thursday,96
Item_36,Location_C,Friday,58
Item_36,Location_C,Saturday,44
Item_36,Location_C,Sunday,75
Item_36,Location_D,Monday,67
Item_36,Location_D,Tuesday,67
Item_36,Location_D,Wednesday,75
Item_36,Location_D,Thursday,99
Item_36,Location_D,Friday,18
Item_36,Location_D,Saturday,35
Item_36,Location_D,Sunday,7
Item_37,Location_A,Monday,50
Item_37,Location_A,Tuesday,65
Item_37,Location_A,Wednesday,83
Item_37,Location_A,Thursday,60
Item_37,Location_A,Friday,11
Item_37,Location_A,Saturday,71
Item_37,Location_A,Sunday,37
Item_37,Location_B,Monday,85
Item_37,Location_B,Tuesday,89
Item_37,Location_B,Wednesday,95
Item_37,Location_B,Thursday,41
Item_37,Location_B,Friday,88
Item_37,Location_B,Saturday,32
Item_37,Location_B,Sunday,66
Item_37,Location_C,Monday,10
Item_37,Location_C,Tuesday,28
Item_37,Location_C,Wednesday,64
Item_37,Location_C,Thursday,4
Item_37,Location_C,Friday,24
Item_37,Location_C,Saturday,4
Item_37,Location_C,Sunday,85
Item_37,Location_D,Monday,79
Item_37,Location_D,Tuesday,36
Item_37,Location_D,Wednesday,89
Item_37,Location_D,Thursday,88
Item_37,Location_D,Friday,17
Item_37,Location_D,Saturday,1
Item_37,Location_D,Sunday,99
Item_38,Location_A,Monday,58
Item_38,Location_A,Tuesday,12
Item_38,Location_A,Wednesday,52
Item_38,Location_A,Thursday,40
Item_38,Location_A,Friday,21
Item_38,Location_A,Saturday,48
Item_38,Location_A,Sunday,2
Item_38,Location_B,Monday,58
Item_38,Location_B,Tuesday,75
Item_38,Location_B,Wednesday,45
Item_38,Location_B,Thursday,4
Item_38,Location_B,Friday,71
Item_38,Location_B,Saturday,1
Item_38,Location_B,Sunday,22
Item_38,Location_C,Monday,72
Item_38,Location_C,Tuesday,73
Item_38,Location_C,Wednesday,74
Item_38,Location_C,Thursday,2
Item_38,Location_C,Friday,33
Item_38,Location_C,Saturday,32
Item_38,Location_C,Sunday,83
Item_38,Location_D,Monday,85
Item_38,Location_D,Tuesday,88
Item_38,Location_D,Wednesday,98
Item_38,Location_D,Thursday,40
Item_38,Location_D,Friday,95
Item_38,Location_D,Saturday,38
Item_38,Location_D,Sunday,4
Item_39,Location_A,Monday,65
Item_39,Location_A,Tuesday,89
Item_39,Location_A,Wednesday,53
Item_39,Location_A,Thursday,16
Item_39,Location_A,Friday,48
Item_39,Location_A,Saturday,17
Item_39,Location_A,Sunday,91
Item_39,Location_B,Monday,62
Item_39,Location_B,Tuesday,40
Item_39,Location_B,Wednesday,92
Item_39,Location_B,Thursday,64
Item_39,Location_B,Friday,71
Item_39,Location_B,Saturday,25
Item_39,Location_B,Sunday,19
Item_39,Location_C,Monday,24
Item_39,Location_C,Tuesday,34
Item_39,Location_C,Wednesday,39
Item_39,Location_C,Thursday,79
Item_39,Location_C,Friday,7
Item_39,Location_C,Saturday,52
Item_39,Location_C,Sunday,94
Item_39,Location_D,Monday,58
Item_39,Location_D,Tuesday,32
Item_39,Location_D,Wednesday,66
Item_39,Location_D,Thursday,22
Item_39,Location_D,Friday,52
Item_39,Location_D,Saturday,80
Item_39,Location_D,Sunday,4
Item_40,Location_A,Monday,41
Item_40,Location_A,Tuesday,57
Item_40,Location_A,Wednesday,13
Item_40,Location_A,Thursday,73
Item_40,Location_A,Friday,58
Item_40,Location_A,Saturday,7
Item_40,Location_A,Sunday,66
Item_40,Location_B,Monday,37
Item_40,Location_B,Tuesday,49
Item_40,Location_B,Wednesday,19
Item_40,Location_B,Thursday,98
Item_40,Location_B,Friday,10
Item_40,Location_B,Saturday,30
Item_40,Location_B,Sunday,38
Item_40,Location_C,Monday,81
Item_40,Location_C,Tuesday,29
Item_40,Location_C,Wednesday,84
Item_40,Location_C,Thursday,47
Item_40,Location_C,Friday,58
Item_40,Location_C,Saturday,14
Item_40,Location_C,Sunday,68
Item_40,Location_D,Monday,85
Item_40,Location_D,Tuesday,52
Item_40,Location_D,Wednesday,86
Item_40,Location_D,Thursday,38
Item_40,Location_D,Friday,6
Item_40,Location_D,Saturday,3
Item_40,Location_D,Sunday,91
Item_41,Location_A,Monday,64
Item_41,Location_A,Tuesday,86
Item_41,Location_A,Wednesday,90
Item_41,Location_A,Thursday,37
Item_41,Location_A,Friday,42
Item_41,Location_A,Saturday,10
Item_41,Location_A,Sunday,9
Item_41,Location_B,Monday,77
Item_41,Location_B,Tuesday,85
Item_41,Location_B,Wednesday,77
Item_41,Location_B,Thursday,54
Item_41,Location_B,Friday,36
Item_41,Location_B,Saturday,93
Item_41,Location_B,Sunday,7
Item_41,Location_C,Monday,77
Item_41,Location_C,Tuesday,34
Item_41,Location_C,Wednesday,39
Item_41,Location_C,Thursday,77
Item_41,Location_C,Friday,66
Item_41,Location_C,Saturday,35
Item_41,Location_C,Sunday,86
Item_41,Location_D,Monday,48
Item_41,Location_D,Tuesday,77
Item_41,Location_D,Wednesday,20
Item_41,Location_D,Thursday,80
Item_41,Location_D,Friday,8
Item_41,Location_D,Saturday,99
Item_41,Location_D,Sunday,32
Item_42,Location_A,Monday,90
Item_42,Location_A,Tuesday,47
Item_42,Location_A,Wednesday,87
Item_42,Location_A,Thursday,67
Item_42,Location_A,Friday,44
Item_42,Location_A,Saturday,54
Item_42,Location_A,Sunday,32
Item_42,Location_B,Monday,35
Item_42,Location_B,Tuesday,24
Item_42,Location_B,Wednesday,39
Item_42,Location_B,Thursday,53
Item_42,Location_B,Friday,10
Item_42,Location_B,Saturday,85
Item_42,Location_B,Sunday,23
Item_42,Location_C,Monday,14
Item_42,Location_C,Tuesday,0
Item_42,Location_C,Wednesday,3
Item_42,Location_C,Thursday,78
Item_42,Location_C,Friday,46
Item_42,Location_C,Saturday,5
Item_42,Location_C,Sunday,56
Item_42,Location_D,Monday,34
Item_42,Location_D,Tuesday,25
Item_42,Location_D,Wednesday,19
Item_42,Location_D,Thursday,75
Item_42,Location_D,Friday,41
Item_42,Location_D,Saturday,2
Item_42,Location_D,Sunday,99
Item_43,Location_A,Monday,8
Item_43,Location_A,Tuesday,96
Item_43,Location_A,Wednesday,51
Item_43,Location_A,Thursday,99
Item_43,Location_A,Friday,77
Item_43,Location_A,Saturday,18
Item_43,Location_A,Sunday,26
Item_43,Location_B,Monday,43
Item_43,Location_B,Tuesday,68
Item_43,Location_B,Wednesday,96
Item_43,Location_B,Thursday,65
Item_43,Location_B,Friday,58
Item_43,Location_B,Saturday,54
Item_43,Location_B,Sunday,55
Item_43,Location_C,Monday,32
Item_43,Location_C,Tuesday,21
Item_43,Location_C,Wednesday,69
Item_43,Location_C,Thursday,33
Item_43,Location_C,Friday,94
Item_43,Location_C,Saturday,21
Item_43,Location_C,Sunday,51
Item_43,Location_D,Monday,85
Item_43,Location_D,Tuesday,71
Item_43,Location_D,Wednesday,88
Item_43,Location_D,Thursday,85
Item_43,Location_D,Friday,94
Item_43,Location_D,Saturday,76
Item_43,Location_D,Sunday,24
Item_44,Location_A,Monday,24
Item_44,Location_A,Tuesday,86
Item_44,Location_A,Wednesday,48
Item_44,Location_A,Thursday,58
Item_44,Location_A,Friday,67
Item_44,Location_A,Saturday,26
Item_44,Location_A,Sunday,71
Item_44,Location_B,Monday,60
Item_44,Location_B,Tuesday,93
Item_44,Location_B,Wednesday,48
Item_44,Location_B,Thursday,51
Item_44,Location_B,Friday,1
Item_44,Location_B,Saturday,11
Item_44,Location_B,Sunday,24
Item_44,Location_C,Monday,46
Item_44,Location_C,Tuesday,91
Item_44,Location_C,Wednesday,92
Item_44,Location_C,Thursday,15
Item_44,Location_C,Friday,88
Item_44,Location_C,Saturday,29
Item_44,Location_C,Sunday,61
Item_44,Location_D,Monday,76
Item_44,Location_D,Tuesday,60
Item_44,Location_D,Wednesday,90
Item_44,Location_D,Thursday,22
Item_44,Location_D,Friday,18
Item_44,Location_D,Saturday,98
Item_44,Location_D,Sunday,53
Item_45,Location_A,Monday,52
Item_45,Location_A,Tuesday,80
Item_45,Location_A,Wednesday,89
Item_45,Location_A,Thursday,69
Item_45,Location_A,Friday,43
Item_45,Location_A,Saturday,76
Item_45,Location_A,Sunday,10
Item_45,Location_B,Monday,51
Item_45,Location_B,Tuesday,4
Item_45,Location_B,Wednesday,21
Item_45,Location_B,Thursday,89
Item_45,Location_B,Friday,65
Item_45,Location_B,Saturday,83
Item_45,Location_B,Sunday,42
Item_45,Location_C,Monday,26
Item_45,Location_C,Tuesday,42
Item_45,Location_C,Wednesday,10
Item_45,Location_C,Thursday,78
Item_45,Location_C,Friday,21
Item_45,Location_C,Saturday,38
Item_45,Location_C,Sunday,39
Item_45,Location_D,Monday,74
Item_45,Location_D,Tuesday,42
Item_45,Location_D,Wednesday,76
Item_45,Location_D,Thursday,11
Item_45,Location_D,Friday,18
Item_45,Location_D,Saturday,92
Item_45,Location_D,Sunday,79
Item_46,Location_A,Monday,67
Item_46,Location_A,Tuesday,27
Item_46,Location_A,Wednesday,45
Item_46,Location_A,Thursday,10
Item_46,Location_A,Friday,26
Item_46,Location_A,Saturday,1
Item_46,Location_A,Sunday,2
Item_46,Location_B,Monday,30
Item_46,Location_B,Tuesday,81
Item_46,Location_B,Wednesday,62
Item_46,Location_B,Thursday,69
Item_46,Location_B,Friday,30
Item_46,Location_B,Saturday,91
Item_46,Location_B,Sunday,82
Item_46,Location_C,Monday,57
Item_46,Location_C,Tuesday,73
Item_46,Location_C,Wednesday,34
Item_46,Location_C,Thursday,40
Item_46,Location_C,Friday,10
Item_46,Location_C,Saturday,19
Item_46,Location_C,Sunday,57
Item_46,Location_D,Monday,15
Item_46,Location_D,Tuesday,55
Item_46,Location_D,Wednesday,40
Item_46,Location_D,Thursday,82
Item_46,Location_D,Friday,45
Item_46,Location_D,Saturday,97
Item_46,Location_D,Sunday,78
Item_47,Location_A,Monday,96
Item_47,Location_A,Tuesday,99
Item_47,Location_A,Wednesday,67
Item_47,Location_A,Thursday,5
Item_47,Location_A,Friday,56
Item_47,Location_A,Saturday,14
Item_47,Location_A,Sunday,76
Item_47,Location_B,Monday,34
Item_47,Location_B,Tuesday,87
Item_47,Location_B,Wednesday,33
Item_47,Location_B,Thursday,97
Item_47,Location_B,Friday,7
Item_47,Location_B,Saturday,97
Item_47,Location_B,Sunday,12
Item_47,Location_C,Monday,67
Item_47,Location_C,Tuesday,6
Item_47,Location_C,Wednesday,89
Item_47,Location_C,Thursday,83
Item_47,Location_C,Friday,79
Item_47,Location_C,Saturday,41
Item_47,Location_C,Sunday,29
Item_47,Location_D,Monday,91
Item_47,Location_D,Tuesday,60
Item_47,Location_D,Wednesday,13
Item_47,Location_D,Thursday,28
Item_47,Location_D,Friday,67
Item_47,Location_D,Saturday,7
Item_47,Location_D,Sunday,19
Item_48,Location_A,Monday,37
Item_48,Location_A,Tuesday,71
Item_48,Location_A,Wednesday,94
Item_48,Location_A,Thursday,58
Item_48,Location_A,Friday,75
Item_48,Location_A,Saturday,7
Item_48,Location_A,Sunday,21
Item_48,Location_B,Monday,58
Item_48,Location_B,Tuesday,3
Item_48,Location_B,Wednesday,91
Item_48,Location_B,Thursday,32
Item_48,Location_B,Friday,74
Item_48,Location_B,Saturday,57
Item_48,Location_B,Sunday,74
Item_48,Location_C,Monday,13
Item_48,Location_C,Tuesday,49
Item_48,Location_C,Wednesday,69
Item_48,Location_C,Thursday,66
Item_48,Location_C,Friday,83
Item_48,Location_C,Saturday,50
Item_48,Location_C,Sunday,2
Item_48,Location_D,Monday,19
Item_48,Location_D,Tuesday,48
Item_48,Location_D,Wednesday,20
Item_48,Location_D,Thursday,76
Item_48,Location_D,Friday,61
Item_48,Location_D,Saturday,26
Item_48,Location_D,Sunday,95
Item_49,Location_A,Monday,92
Item_49,Location_A,Tuesday,76
Item_49,Location_A,Wednesday,21
Item_49,Location_A,Thursday,22
Item_49,Location_A,Friday,40
Item_49,Location_A,Saturday,79
Item_49,Location_A,Sunday,92
Item_49,Location_B,Monday,54
Item_49,Location_B,Tuesday,70
Item_49,Location_B,Wednesday,64
Item_49,Location_B,Thursday,33
Item_49,Location_B,Friday,75
Item_49,Location_B,Saturday,37
Item_49,Location_B,Sunday,22
Item_49,Location_C,Monday,20
Item_49,Location_C,Tuesday,27
Item_49,Location_C,Wednesday,71
Item_49,Location_C,Thursday,27
Item_49,Location_C,Friday,35
Item_49,Location_C,Saturday,11
Item_49,Location_C,Sunday,6
Item_49,Location_D,Monday,85
Item_49,Location_D,Tuesday,11
Item_49,Location_D,Wednesday,45
Item_49,Location_D,Thursday,12
Item_49,Location_D,Friday,36
Item_49,Location_D,Saturday,26
Item_49,Location_D,Sunday,47
Item_50,Location_A,Monday,42
Item_50,Location_A,Tuesday,10
Item_50,Location_A,Wednesday,42
Item_50,Location_A,Thursday,32
Item_50,Location_A,Friday,81
Item_50,Location_A,Saturday,19
Item_50,Location_A,Sunday,87
Item_50,Location_B,Monday,23
Item_50,Location_B,Tuesday,83
Item_50,Location_B,Wednesday,86
Item_50,Location_B,Thursday,32
Item_50,Location_B,Friday,47
Item_50,Location_B,Saturday,9
Item_50,Location_B,Sunday,53
Item_50,Location_C,Monday,16
Item_50,Location_C,Tuesday,93
Item_50,Location_C,Wednesday,58
Item_50,Location_C,Thursday,7
Item_50,Location_C,Friday,19
Item_50,Location_C,Saturday,65
Item_50,Location_C,Sunday,41
Item_50,Location_D,Monday,97
Item_50,Location_D,Tuesday,37
Item_50,Location_D,Wednesday,11
Item_50,Location_D,Thursday,36
Item_50,Location_D,Friday,15
Item_50,Location_D,Saturday,72
Item_50,Location_D,Sunday,58
